Secretaria;N˙mero do Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CPF / CNPJ / CGC;DescriÁ„o Processo;Item / Finalidade;Quantidade Item; Valor Unit·rio ; Valor R$ Empenho ;Nota de Empenho;Data Emiss„o do Pagamento;Tipo de Documento do Pagamento; Valor NE ; Valor NL ; Valor NP ; Valor OB ;CÛdigo UG Documento;CÛdigo Fonte Recurso;Sistema Origem NE;Nome Poder;Local Entrega
SECRETARIA DA SAUDE;108035220;INEXIGIVEL;SECONCI - SERV SOCIAL IND CONST MOBIL. EST SP;61.687.356/0001-30;CUSTEIO P/ ATENDER HOSP. CAMPANHA IBIRAPUERA;CONVENIO PARA ATENDER REPASSE DE RECURSOS AO HOSPITAL DE CAMPANHA DO IBIRAPUERA NO EXERCÌCIO DE 2020.;0; R$-   ;R$61.377.328,78;2020NE00444;30/04/2020;OB; R$-   ; R$-   ; R$-   ;R$11.377.328,78;90192;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;108035220;INEXIGIVEL;SECONCI - SERV SOCIAL IND CONST MOBIL. EST SP;61.687.356/0001-30;CUSTEIO P/ ATENDER HOSP. CAMPANHA IBIRAPUERA;CONVENIO PARA ATENDER REPASSE DE RECURSOS AO HOSPITAL DE CAMPANHA DO IBIRAPUERA NO EXERCÌCIO DE 2020.;0; R$-   ;R$61.377.328,78;2020NE00444;05/05/2020;NL; R$-   ;R$10.000.000,00; R$-   ; R$-   ;90192;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;108035220;INEXIGIVEL;SECONCI - SERV SOCIAL IND CONST MOBIL. EST SP;61.687.356/0001-30;CUSTEIO P/ ATENDER HOSP. CAMPANHA IBIRAPUERA;CONVENIO PARA ATENDER REPASSE DE RECURSOS AO HOSPITAL DE CAMPANHA DO IBIRAPUERA NO EXERCÌCIO DE 2020.;0; R$-   ;R$61.377.328,78;2020NE00444;07/05/2020;OB; R$-   ; R$-   ; R$-   ;R$10.000.000,00;90192;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;108035220;INEXIGIVEL;SECONCI - SERV SOCIAL IND CONST MOBIL. EST SP;61.687.356/0001-30;CUSTEIO P/ ATENDER HOSP. CAMPANHA IBIRAPUERA;CONVENIO PARA ATENDER REPASSE DE RECURSOS AO HOSPITAL DE CAMPANHA DO IBIRAPUERA NO EXERCÌCIO DE 2020.;0; R$-   ;R$61.377.328,78;2020NE00444;03/06/2020;NL; R$-   ;R$10.000.000,00; R$-   ; R$-   ;90192;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;108035220;INEXIGIVEL;SECONCI - SERV SOCIAL IND CONST MOBIL. EST SP;61.687.356/0001-30;CUSTEIO P/ ATENDER HOSP. CAMPANHA IBIRAPUERA;CONVENIO PARA ATENDER REPASSE DE RECURSOS AO HOSPITAL DE CAMPANHA DO IBIRAPUERA NO EXERCÌCIO DE 2020.;0; R$-   ;R$61.377.328,78;2020NE00444;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$10.000.000,00;90192;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;1;R$57.173.886,64;R$57.173.884,64;2020NE00004;14/05/2020;NE;R$57.173.886,64; R$-   ; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;0; R$-   ;R$57.173.884,64;2020NE00004;14/05/2020;NL; R$-   ;-R$57.173.886,64; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;1;-R$57.173.886,64;R$57.173.884,64;2020NE00004;15/05/2020;NE;-R$57.173.886,64; R$-   ; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;0; R$-   ;R$57.173.884,64;2020NE00004;15/05/2020;NL; R$-   ;R$57.173.886,64; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;1; R$-   ;R$57.173.884,64;2020NE00010;14/05/2020;NE; R$-   ; R$-   ; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;1;R$57.173.884,64;R$57.173.884,64;2020NE00012;14/05/2020;NE;R$57.173.884,64; R$-   ; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;0; R$-   ;R$57.173.884,64;2020NE00012;15/05/2020;NL; R$-   ;R$57.173.884,64; R$-   ; R$-   ;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DOS TRANSPORTES METROPOLITANOS;1018620/20;INDEPEND LICITACAO;-;;PLEITO DE REEQUILIBRIO-PANDEMIA COVID-19;PANDEMIA COVID-19CONSORCIO INTERNORTE-REQUERIMENTOS ADMINISTRATIVOS DE       RECOMPOSI«√O DE EQUILIBRIO ECONOMICO-FINANCEIRO-AREA 3.;0; R$-   ;R$57.173.884,64;2020NE00012;18/05/2020;OB; R$-   ; R$-   ; R$-   ;R$57.173.884,64;370103;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$5.840.000,00;R$49.776.212,62;2020NE10669;04/06/2020;NE;R$5.840.000,00; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10669;04/06/2020;NL; R$-   ;R$5.840.000,00; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10669;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$5.840.000,00;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1; R$-   ;R$49.776.212,62;2020NE10670;04/06/2020;NE; R$-   ; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10670;04/06/2020;NL; R$-   ;-R$16.261.600,44; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10670;04/06/2020;NL; R$-   ;R$16.261.600,44; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$12.960.000,00;R$49.776.212,62;2020NE10673;04/06/2020;NE;R$12.960.000,00; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10673;04/06/2020;NL; R$-   ;R$12.960.000,00; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10673;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$12.960.000,00;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$6.914.146,00;R$49.776.212,62;2020NE10674;04/06/2020;NE;R$6.914.146,00; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10674;04/06/2020;NL; R$-   ;R$6.914.146,00; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10674;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$6.914.146,00;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$22.854.060,04;R$49.776.212,62;2020NE10798;09/06/2020;NE;R$22.854.060,04; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10798;09/06/2020;NL; R$-   ;R$22.854.060,04; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$1.208.006,58;R$49.776.212,62;2020NE10857;08/06/2020;NE;R$1.208.006,58; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO FACULDADE DE MEDICINA;56.577.059/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$49.776.212,62;2020NE10857;08/06/2020;NL; R$-   ;R$1.208.006,58; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DE GOVERNO;3918/2020;DISPENSA DE LICITACAO;ASSISTENZA CUIDADOS DE ENFERMAGEM LTDA.;27.971.331/0001-25;HSPE;SERVICO DE MAO-DE-OBRA - ESPECIALIZADA, AUXILIAR DE ENFERMAGEM;412298100;R$324,01;R$34.292.700,00;2020NE09178;04/05/2020;ESTIMATIVA;R$9.371.700,00; R$-   ; R$-   ; R$-   ;512901;4;;PODER EXECUTIVO;RUA PEDRO DE TOLEDO,1800
SECRETARIA DE GOVERNO;3918/2020;DISPENSA DE LICITACAO;ASSISTENZA CUIDADOS DE ENFERMAGEM LTDA.;27.971.331/0001-25;HSPE;SERVICO DE MAO-DE-OBRA - ESPECIALIZADA, ENFERMEIRO, COM COREN;773462880;R$575,51;R$34.292.700,00;2020NE09178;04/05/2020;ESTIMATIVA;R$11.049.480,00; R$-   ; R$-   ; R$-   ;512901;4;;PODER EXECUTIVO;RUA PEDRO DE TOLEDO,1800
SECRETARIA DE GOVERNO;3918/2020;DISPENSA DE LICITACAO;ASSISTENZA CUIDADOS DE ENFERMAGEM LTDA.;27.971.331/0001-25;HSPE;SERVICO DE MAO-DE-OBRA - ESPECIALIZADA,TECNICO DE ENFERMAGEM COM REGISTRO NO COREN;603729360;R$418,51;R$34.292.700,00;2020NE09178;04/05/2020;ESTIMATIVA;R$13.871.520,00; R$-   ; R$-   ; R$-   ;512901;4;;PODER EXECUTIVO;RUA PEDRO DE TOLEDO,1800
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;AVENTAL DESC.NAO TECIDO 100% POLIPROP.TAM.G GRAM.40 1.40X1.20 COMPR.;1667744;R$15,47;R$30.940.000,00;2020NE00630;29/04/2020;ORDINARIO;R$25.799.999,68; R$-   ; R$-   ; R$-   ;90102;5;;PODER EXECUTIVO;RUA DOS ITALINOS 406
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;AVENTAL DESC.NAO TECIDO 100% POLIPROP.TAM.G GRAM.40 1.40X1.20 COMPR.;332256;R$15,47;R$30.940.000,00;2020NE00631;29/04/2020;ORDINARIO;R$5.140.000,32; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALIANOS 406
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;19/05/2020;NL; R$-   ;R$111.384,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$24.752,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$24.752,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$58.786,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$116.025,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$116.025,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;27/05/2020;NL; R$-   ;R$140.777,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$24.752,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$24.752,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$58.786,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$111.384,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$116.025,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$116.025,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;28/05/2020;OB; R$-   ; R$-   ; R$-   ;R$140.777,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;29/05/2020;NL; R$-   ;R$751.842,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;NL; R$-   ;R$1.195.831,00; R$-   ; R$-   ;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$24.752,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$24.752,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$58.786,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$111.384,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$116.025,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$116.025,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/18746;DISPENSA DE LICITACAO;CONFECCOES DE ROUPAS VITADINY LTDA;07.870.559/0001-11;AQUISI«√O DE MATERIAL;DE AVENTAL DESCART¡VEL PARA ATENDIMENTO DE PLANO DE CONTIGENCIA COVID-19;0; R$-   ;R$30.940.000,00;2020NE00630;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$140.777,00;90102;5;SIAFISICO;PODER EXECUTIVO;SAO PAULO
